x_value,mos
16:05:25,4.8976478367
16:05:37,4.7209835734
16:05:48,4.78046525403
16:06:00,4.77984786182
16:06:11,4.64082006657
16:06:26,4.91608356164
16:06:37,4.70653441717
16:06:49,4.84765814663
16:07:03,4.85777894737
16:07:14,4.77074929577
16:07:25,4.7421456139
16:07:37,4.75054966704
16:07:49,4.87253373198
